flight_id,flight_number,aircraft_registration,aircraft_type,flight_type,origin,destination,destination_city,destination_country,region,route_category,date,scheduled_time,actual_time,delay_minutes,delay_reason,status,terminal,gate,passengers,load_factor_pct,cargo_kg,distance_km,flight_duration_min,fuel_consumption_kg,flight_revenue_eur
FL0001757,LH591,D-AICC,Airbus A320-200,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-03,09:15,09:15,0,,On Time,Terminal 1B,A24,115,68.8,2710.0,300,24,881,22300.43
FL0001758,LH8597,D-ABYC,Boeing 747-8,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2022-07-03,09:25,09:25,0,,Early,Terminal 1B,C27,326,89.8,7660.0,5850,425,22868,259950.45
FL0001759,LH1569,D-AIXB,Airbus A350-900,Departure,FRA,JNB,Johannesburg,South Africa,Africa,Long-haul,2022-07-03,21:35,21:35,0,,On Time,Terminal 1B,C27,192,70.8,17391.0,8650,617,31051,195060.56
FL0001760,LH538,D-AIEB,Airbus A321neo,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-07-04,07:50,07:50,0,,On Time,Terminal 1A,C9,148,76.2,302.0,450,50,1107,18023.99
FL0001761,LH9352,D-AICB,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-07-04,06:25,06:25,0,,On Time,Terminal 1A,A11,159,94.7,778.0,650,37,1677,16142.79
FL0001762,LH8996,D-AIDA,Airbus A321-200,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2022-07-04,10:50,10:50,0,,Early,Terminal 1C,A12,133,70.1,,365,17,1058,11055.37
FL0001763,LH8863,D-AIBA,Airbus A319-100,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2022-07-04,13:55,13:55,,,Early,Terminal 1C,B1,116,84.5,3379.0,960,84,2101,23312.92
FL0001764,LH1161,D-AIEB,Airbus A321neo,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2022-07-04,18:05,18:05,0,,On Time,Terminal 1C,C12,167,85.7,2922.0,1090,97,3061,54968.41
FL0001765,LH4608,D-AINA,Airbus A320neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2022-07-04,11:25,11:25,0,,On Time,Terminal 1C,C7,148,82.6,2939.0,305,28,877,26724.1
FL0001766,LH4213,D-AIDB,Airbus A321-200,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2022-07-04,12:50,12:20,30,Weather conditions,Delayed,Terminal 1C,B5,139,73.7,962.0,320,16,657,12667.8
FL0001767,LH8234,D-AIDA,Airbus A321-200,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,04/07/2022,12:00,12:00,0,,On Time,Terminal 1C,C25,140,74.1,1431.0,680,57,2173,12574.59
FL0001768,LH2580,D-AIEB,Airbus A321neo,Arrival,WAW,FRA,Warsaw,Poland,Europe,Short-haul,2022-07-04,09:05,09:05,0,,On Time,Terminal 1B,A21,146,75.2,4044.0,890,73,1823 kg,27361.04
FL0001769,LH1693,D-AICC,Airbus A320-200,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2022-07-04,19:15,19:35,20,Late incoming aircraft,Delayed,Terminal 1A,A1,156,93.1,3306.0,1860,137,4978,30822.91
FL0001770,LH1351,D-AINA,Airbus A320neo,Departure,FRA,ARN,Stockholm,Sweden,Europe,Medium-haul,2022-07-04,11:55,11:55,0,,Early,Terminal 1B,C1,171,95.3,291.0,1240,86,3400,26179.85
FL0001771,LH7193,D-AIEB,Airbus A321neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-04,18:05,18:05,0,,On Time,Terminal 1B,C12,151,77.5,724.0,300,36,679,26766.99
FL0001772,LH4956,D-ABYC,Boeing 747-8,Departure,FRA,ORD,Chicago,United States,North America,Long-haul,2022-07-04,14:55,14:55,0,,On Time,Terminal 1B,B13,345,95.0,23820.0,6970,516,27891,210905.72
FL0001773,LH4678,D-ABYA,Boeing 747-8,Arrival,IAD,FRA,Washington,United States,North America,Long-haul,2022-07-04,20:50,20:55,5,Crew availability,Delayed,Terminal 1A,C4,318,87.4,24195.0,6350,464,21706 kg,143318.27
FL0001774,LH2287,D-AINA,Airbus A320neo,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-07-05,14:40,14:40,0,,On Time,Terminal 1B,A17,160,89.4,4705.0,450,35,1320,28360.41
FL0001775,LH1373,D-AICB,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-07-05,12:05,12:05,0,,Early,Terminal 1B,C16,117,69.7,2784.0,650,59,1746,18356.7
FL0001776,LH6549,D-AINA,Airbus A320neo,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2022-07-05,14:50,14:50,0,,Early,Terminal 1B,A25,130,72.2,4669.0,365,20,1137,11581.68
FL0001777,LH5222,D-AICC,Airbus A320-200,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2022-07-05,08:15,08:15,0,,On Time,Terminal 1B,C6,121,72.0,,960,88,2250,16243.22
FL0001778,LH7046,D-AICA,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2022-07-05,18:05,18:05,0,,On Time,Terminal 1C,C9,159,94.7,4545.0,515,48,1594,31953.79
FL0001779,LH9106,D-AICA,Airbus A320-200,Departure,FRA,MAD,Madrid,Spain,Europe,Medium-haul,2022-07-05,21:25,21:45,20,Medical emergency,Delayed,Terminal 1B,A9,116,69.2,635.0,1450,111,3603,24860.27
FL0001780,LH3874,D-AICC,Airbus A320-200,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,05/07/2022,22:10,22:30,20,Crew availability,Delayed,Terminal 1B,A15,133,79.5,4048.0,305,35,784,33197.63
FL0001781,LH7121,D-AIDA,Airbus A321-200,Arrival,ATH,FRA,Athens,Greece,Europe,Medium-haul,2022-07-05,20:40,20:40,0,,Early,Terminal 1A,A25,169,89.0,1403.0,1810,134,4071,32655.86
FL0001782,LH5937,D-AIEA,Airbus A321neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-05,07:45,07:45,0,,On Time,Terminal 1A,C14,168,86.2,2247.0,300,23,603,23619.04
FL0001783,LH4234,D-AIXB,Airbus A350-900,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2022-07-05,21:20,21:20,0,,On Time,Terminal 1B,B1,218,80.4,21805.0,6200,446,26866,237998.17
FL0001784,LH6287,D-AIKA,Airbus A330-300,Departure,FRA,ORD,Chicago,United States,North America,Long-haul,2022-07-05,14:35,14:35,0,,On Time,Terminal 1C,C20,182,77.6,7201.0,6970,512,29825,107721.44
FL0001785,LH9851,D-ABYD,Boeing 747-8,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2022-07-05,09:50,09:50,0,,On Time,Terminal 1B,A13,264,72.6,5898.0,5850,438,17400,189992.29
FL0001786,LH8708,D-AIXB,Airbus A350-900,Departure,FRA,BKK,Bangkok,Thailand,Asia,Long-haul,2022-07-05,08:20,08:20,0,,Early,Terminal 1B,A28,187,68.8,1316.0,8950,652,38011,120874.1
FL0001787,LH9964,D-AIEA,Airbus A321neo,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-07-06,21:05,21:05,0,,Early,Terminal 1A,B7,155,80.0,4065.0,450,28,1323,19162.49
FL0001788,LH1736,D-AICA,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-07-06,07:25,07:25,0,,On Time,Terminal 1C,A1,149,88.9,3407.0,650,63,1964,25791.23
FL0001789,LH8005,D-AICB,Airbus A320-200,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,06/07/2022,08:50,08:50,0,,Early,Terminal 1C,C23,158,94.4,425.0,365,30,768,26523.02
FL0001790,LH5681,D-AICB,Airbus A320-200,Departure,FRA,MXP,Milan,Italy,Europe,Short-haul,2022-07-06,08:55,08:55,0,,Early,Terminal 1C,B7,118,70.8,369.0,515,40,1326,16493.6
FL0001791,LH4718,D-AIBB,Airbus A319-100,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2022-07-06,14:40,14:00,20,Security check,Delayed,Terminal 1C,B10,108,78.9,2714.0,1450,120,4204,31934.29
FL0001792,LH9399,D-AICC,Airbus A320-200,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2022-07-06,07:30,07:45,15,Bird strike,Delayed,Terminal 1C,A11,124,74.0,3707.0,600,55,1662,19954.18
FL0001793,LH5356,D-AIBB,Airbus A319-100,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2022-07-06,15:40,15:40,0,,On Time,Terminal 1C,C7,94,68.3,2811.0,305,39,697,18305.09
FL0001794,LH9370,D-AIBA,Airbus A319-100,Departure,FRA,CPH,Copenhagen,Denmark,Europe,Short-haul,2022-07-06,18:45,18:45,0,,On Time,Terminal 1B,B15,113,82.5,4827.0,680,50,1792,24743.45
FL0001795,LH3416,D-AINA,Airbus A320neo,Arrival,LIS,FRA,Lisbon,Portugal,Europe,Medium-haul,2022-07-06,08:20,08:20,0,,On Time,Terminal 1C,C15,158,88.1,4268.0,1880,145,4306,28156.02
FL0001796,LH6233,D-AICB,Airbus A320-200,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-06,19:45,19:00,15,Late incoming aircraft,Delayed,Terminal 1C,A18,136,81.2,3599.0,300,37,886,29243.78
FL0001797,LH7404,D-AIHB,Airbus A340-600,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2022-07-06,13:35,13:35,0,,On Time,Terminal 1B,B27,230,77.8,23416.0,6970,502,18898,159723.43
FL0001798,LH8504,D-AICC,Airbus A320-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-07-07,08:10,08:10,0,,On Time,Terminal 1B,C29,135,80.9,4962.0,450,35,1148,31095.93
FL0001799,LH1775,D-AICB,Airbus A320-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-07-07,13:40,13:40,0,,On Time,Terminal 1C,C13,123,73.4,,650,62,2067,20194.27
FL0001800,LH683,D-AIBA,Airbus A319-100,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2022-07-07,15:30,15:35,5,Crew availability,Delayed,Terminal 1B,A25,117,85.0,3509.0,365,37,836,13571.04
FL0001801,LH5416,D-AICC,Airbus A320-200,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2022-07-07,09:05,09:05,0,,On Time,Terminal 1A,B17,160,95.7,2796.0,960,74,2644,20968.18
FL0001802,LH9248,D-AICA,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2022-07-07,07:35,07:35,0,,On Time,Terminal 1C,C30,146,87.0,4995.0,515,37,1405,29597.03
FL0001803,LH7105,D-AIBB,Airbus A319-100,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2022-07-07,18:20,18:20,0,,On Time,Terminal 1C,C20,119,86.9,4655.0,1090,81,2634,21355.33
FL0001804,LH8489,D-AIEA,Airbus A321neo,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2022-07-07,19:25,19:35,10,Weather conditions,Delayed,Terminal 1B,A4,162,83.4,2747.0,305,12,853,20954.37
FL0001805,LH7270,D-AIDA,Airbus A321-200,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,2022-07-07,12:30,12:30,0,,On Time,Terminal 1C,A11,173,91.5,2457.0,890,70,2796,23303.18
FL0001806,LH9302,D-AIBB,Airbus A319-100,Arrival,ATH,FRA,Athens,Greece,Europe,Medium-haul,2022-07-07,20:50,20:50,0,,Early,Terminal 1A,B18,97,70.6,4460.0,1810,134,3698,23288.09
FL0001807,LH3150,D-AIDA,Airbus A321-200,Arrival,LIS,FRA,Lisbon,Portugal,Europe,Medium-haul,2022-07-07,07:20,07:20,0,,On Time,Terminal 1B,A4,137,72.6,1125.0,1880,141,5352,45205.48
FL0001808,LH524,D-AICB,Airbus A320-200,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-07,09:20,09:35,15,Late incoming aircraft,Delayed,Terminal 1A,A23,132,78.8,2540.0,300,36,813,18354.19
FL0001809,LH4669,D-AIEB,Airbus A321neo,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2022-07-07,10:55,10:10,15,Weather conditions,Delayed,Terminal 1B,C3,144,73.9,4957.0,225,11,591,34126.14
FL0001810,LH4972,D-AIDB,Airbus A321-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-07-08,21:35,21:35,0,,On Time,Terminal 1A,A18,147,77.5,2312.0,450,43,1260,22646.71
FL0001811,LH6835,D-AICB,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-07-08,18:00,18:00,0,,On Time,Terminal 1A,A7,123,73.6,2642.0,650,56,1714,29058.86
FL0001812,LH3095,D-AICC,Airbus A320-200,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2022-07-08,07:45,07:45,0,,Early,Terminal 1A,A28,147,87.9,4481.0,1450,94,3825,28201.62
FL0001813,LH1167,D-AICB,Airbus A320-200,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2022-07-08,14:05,14:05,0,,On Time,Terminal 1B,B23,150,89.7,3566.0,305,18,869,
FL0001814,LH6202,D-AICA,Airbus A320-200,Departure,FRA,ATH,Athens,Greece,Europe,Medium-haul,2022-07-08,19:55,19:00,5,Strike action,Delayed,Terminal 1A,C28,124,74.2,962.0,1810,138,4409,35432.38
FL0001815,LH4967,D-AIDA,Airbus A321-200,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-08,08:35,08:35,0,,On Time,Terminal 1A,A12,146,76.9,3158.0,300,15,865,34708.73
FL0001816,LH1069,D-ABYD,Boeing 747-8,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2022-07-08,20:15,20:15,0,,On Time,Terminal 1A,B18,281,77.5,3997.0,6200,450,16152,325573.03
FL0001817,LH363,D-ABYD,Boeing 747-8,Arrival,PVG,FRA,Shanghai,China,Asia,Long-haul,2022-07-08,09:25,09:25,0,,On Time,Terminal 1A,B27,283,77.9,16368.0,8950,661,30431,125132.26
FL0001818,LH4778,D-AIKA,Airbus A330-300,Departure,FRA,GRU,Sao Paulo,Brazil,South America,Long-haul,2022-07-08,09:15,09:25,10,Fuel issue,Delayed,Terminal 1C,B20,177,75.3,1165.0,9850,726,33992,152219.11
FL0001819,LH9128,D-AICA,Airbus A320-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-07-09,08:15,08:30,15,Runway maintenance,Delayed,Terminal 1C,A9,147,88.0,4718.0,450,41,1424 kg,22101.19
FL0001820,LH8394,D-AIDB,Airbus A321-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-07-09,10:40,10:40,0,,On Time,Terminal 1B,C8,144,75.8,890.0,650,37,1366,28959.65
FL0001821,LH9736,D-AIBB,Airbus A319-100,Departure,FRA,MXP,Milan,Italy,Europe,Short-haul,2022-07-09,20:25,20:25,0,,On Time,Terminal 1A,C10,124,90.1,1379.0,515,47,1268,15408.93
FL0001822,LH7286,D-AIBB,Airbus A319-100,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2022-07-09,15:35,15:35,0,,On Time,Terminal 1C,A2,94,68.7,2809.0,1450,111,2968,24453.02
FL0001823,LH3381,D-AINB,Airbus A320neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2022-07-09,17:30,18:00,90,Weather conditions,Delayed,Terminal 1B,B16,167,93.2,492.0,305,42,639,34613.12
FL0001824,LH9190,D-AIDB,Airbus A321-200,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2022-07-09,07:15,07:15,0,,On Time,Terminal 1A,B11,165,87.3,3945.0,320,43,772,22744.63
FL0001825,LH3646,D-AINB,Airbus A320neo,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,2022-07-09,15:00,15:00,0,,On Time,Terminal 1A,B7,124,69.3,3388.0,680,55,1372,18721.91
FL0001826,LH1712,D-AINA,Airbus A320neo,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2022-07-09,13:20,13:20,0,,On Time,Terminal 1B,A11,141,78.6,2621.0,225,20,516 kg,26388.47
FL0001827,LH2393,D-ABYB,Boeing 747-8,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2022-07-09,08:00,08:00,0,,Early,Terminal 1B,B5,349,95.9,22449.0,6970,510,27237,196783.71
FL0001828,LH8606,D-AIKC,Airbus A330-300,Arrival,YYZ,FRA,Toronto,Canada,North America,Long-haul,2022-07-09,09:30,09:30,0,,On Time,Terminal 1C,B17,218,93.1,18772.0,6350,457,27433,239223.19
FL0001829,LH8343,D-ABYD,Boeing 747-8,Arrival,GRU,FRA,Sao Paulo,Brazil,South America,Long-haul,2022-07-09,14:10,14:10,0,,On Time,Terminal 1A,A10,270,74.3,20019.0,9850,708,35318,220150.86
FL0001830,LH4423,D-AIBA,Airbus A319-100,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-07-10,13:55,13:10,15,Fuel issue,Delayed,Terminal 1B,B11,116,84.4,3855.0,450,25,1335,14770.41
FL0001831,LH2496,D-AIBA,Airbus A319-100,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-07-10,19:30,19:30,0,,On Time,Terminal 1C,A23,120,87.0,872.0,650,48,1626,28173.76
FL0001832,LH3538,D-AIBA,Airbus A319-100,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2022-07-10,18:55,18:55,0,,On Time,Terminal 1A,B3,130,94.8,4416.0,365,28,760,20518.03
FL0001833,LH9949,D-AICA,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2022-07-10,20:05,20:20,15,Connecting passengers,Delayed,Terminal 1C,A5,127,75.9,3596.0,515,37,1270,21529.68
FL0001834,LH5609,D-AIBA,Airbus A319-100,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2022-07-10,12:40,12:40,0,,On Time,Terminal 1C,C18,104,75.9,231.0,305,18,720,20310.46
FL0001835,LH9551,D-AINA,Airbus A320neo,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2022-07-10,13:00,13:00,0,,On Time,Terminal 1B,B14,130,72.4,3213.0,1860,146,3748,30134.89
FL0001836,LH5372,D-AIEA,Airbus A321neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-10,11:15,11:15,0,,On Time,Terminal 1B,B26,144,74.2,3290.0,300,20,862,15183.96
FL0001837,LH9876,D-ABYB,Boeing 747-8,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2022-07-10,14:40,14:40,0,,On Time,Terminal 1A,B16,307,84.4,22563.0,5850,425,21044 kg,228986.66
FL0001838,LH3154,D-AIDB,Airbus A321-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-07-11,09:00,09:00,0,,On Time,Terminal 1A,B20,138,73.1,3167.0,650,61,1674,12231.79
FL0001839,LH7013,D-AIEA,Airbus A321neo,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2022-07-11,17:50,17:50,0,,On Time,Terminal 1B,B2,184,94.7,1997.0,365,35,940,37978.19
FL0001840,LH6829,D-AIEA,Airbus A321neo,Departure,FRA,MXP,Milan,Italy,Europe,Short-haul,2022-07-11,16:10,16:10,0,,On Time,Terminal 1B,C21,147,75.7,4250.0,515,30,1495,36451.51
FL0001841,LH4771,D-AIDB,Airbus A321-200,Departure,FRA,MAD,Madrid,Spain,Europe,Medium-haul,2022-07-11,07:15,07:45,30,De-icing,Delayed,Terminal 1B,C8,157,82.8,2943.0,1450,108,4222,41714.82
FL0001842,LH7593,D-AIEA,Airbus A321neo,Departure,FRA,BCN,Barcelona,Spain,Europe,Medium-haul,2022-07-11,14:00,14:00,0,,On Time,Terminal 1B,A5,146,75.0,4545.0,1090,75,2559,41609.8
FL0001843,LH1996,D-AINB,Airbus A320neo,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,2022-07-11,21:00,21:05,5,Strike action,Delayed,Terminal 1A,C3,144,80.2,4855.0,680,45,1756,30204.38
FL0001844,LH579,D-AIDA,Airbus A321-200,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,2022-07-11,13:25,13:25,0,,On Time,Terminal 1B,B10,136,72.0,3459.0,890,73,1898,20778.68
FL0001845,LH4331,D-AIBA,Airbus A319-100,Arrival,ATH,FRA,Athens,Greece,Europe,Medium-haul,2022-07-11,07:50,07:50,0,,On Time,Terminal 1C,C19,95,69.5,4586.0,1810,147,4029,28932.97
FL0001846,LH3751,D-AIEB,Airbus A321neo,Arrival,LIS,FRA,Lisbon,Portugal,Europe,Medium-haul,2022-07-11,10:40,10:40,0,,On Time,Terminal 1A,C8,136,69.9,4913.0,1880,129,4577 kg,43813.47
FL0001847,LH4864,D-AIEA,Airbus A321neo,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,11/07/2022,14:45,14:45,0,,On Time,Terminal 1C,A17,157,80.8,,300,19,652,21545.22
FL0001848,LH8132,D-AIEA,Airbus A321neo,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,11/07/2022,09:10,09:10,0,,On Time,Terminal 1A,B30,144,74.0,3334.0,225,9,644,22609.99
FL0001849,LH2408,D-AIKB,Airbus A330-300,Departure,FRA,JFK,New York,United States,North America,Long-haul,2022-07-11,13:55,13:55,0,,On Time,Terminal 1C,C28,169,72.3,10263.0,6200,443,23945,119905.92
FL0001850,LH8537,D-AIKA,Airbus A330-300,Departure,FRA,SIN,Singapore,Singapore,Asia,Long-haul,2022-07-11,08:45,08:45,0,,On Time,Terminal 1A,A3,177,75.4,3874.0,10300,748,34246,194841.01
FL0001851,LH4547,D-AIXC,Airbus A350-900,Departure,FRA,BKK,Bangkok,Thailand,Asia,Long-haul,2022-07-11,13:35,13:55,20,Weather conditions,Delayed,Terminal 1A,C22,199,73.2,24737.0,8950,646,23499,169273.59
FL0001852,LH6743,D-AIDB,Airbus A321-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-07-12,08:50,08:50,0,,On Time,Terminal 1A,A24,164,86.7,1779.0,450,32,1280,39915.85
FL0001853,LH2736,D-AICC,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-07-12,13:55,13:15,20,Technical issue,Delayed,Terminal 1A,C20,157,93.6,1933.0,650,56,1925,18629.7
FL0001854,LH3726,D-AICB,Airbus A320-200,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2022-07-12,15:40,15:40,0,,On Time,Terminal 1A,A30,158,94.4,2178.0,960,87,2988,35112.07
FL0001855,LH6202,D-AICB,Airbus A320-200,Departure,FRA,MXP,Milan,Italy,Europe,Short-haul,2022-07-12,07:05,07:05,0,,On Time,Terminal 1C,A13,160,95.8,865.0,515,35,1601,12889.48
FL0001856,LH6091,D-AIDB,Airbus A321-200,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2022-07-12,20:40,20:40,0,,Early,Terminal 1A,A24,171,90.3,572.0,1450,100,4187,23693.16
FL0001857,LH3536,D-AICB,Airbus A320-200,Arrival,VIE,FRA,Vienna,Austria,Europe,Short-haul,2022-07-12,08:10,08:10,0,,On Time,Terminal 1A,C6,119,71.3,2089.0,600,34,1590,11578.18
FL0001858,LH8624,D-AIEA,Airbus A321neo,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2022-07-12,13:50,13:50,0,,On Time,Terminal 1B,B28,174,89.5,4916.0,305,25,918,37226.44
FL0001859,LH8171,D-AIBB,Airbus A319-100,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2022-07-12,10:55,10:00,5,Strike action,Delayed,Terminal 1A,B11,114,82.9,3260.0,320,37,982,17818.37
FL0001860,LH609,D-AINA,Airbus A320neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-07-12,17:45,17:45,0,,Early,Terminal 1A,C17,126,70.2,3132.0,300,21,949,13200.05
FL0001861,LH8408,D-AIBB,Airbus A319-100,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2022-07-12,13:10,13:10,0,,On Time,Terminal 1C,A21,99,72.2,2179.0,225,15,466,16222.75
FL0001862,LH6822,D-AIKA,Airbus A330-300,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2022-07-12,21:25,21:25,0,,Early,Terminal 1B,C8,220,94.0,12917.0,6200,453,17391,206760.09
FL0001863,LH6597,D-AIXB,Airbus A350-900,Arrival,NRT,FRA,Tokyo,Japan,Asia,Long-haul,2022-07-12,13:10,13:10,0,,Early,Terminal 1C,C25,208,76.7,17800.0,9350,683,37068,212863.08
FL0001864,LH2180,D-AIXB,Airbus A350-900,Arrival,DEL,FRA,Delhi,India,Asia,Long-haul,2022-07-12,13:10,13:10,0,,On Time,Terminal 1A,A1,207,76.2,14068.0,5850,426,23685,240605.11
FL0001865,LH8827,D-AIDA,Airbus A321-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-07-13,22:35,22:40,5,Airport congestion,Delayed,Terminal 1C,C25,170,89.6,2786.0,450,31,1073,27467.64
FL0001866,LH6313,D-AICB,Airbus A320-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-07-13,13:20,13:20,0,,On Time,Terminal 1B,C26,159,95.1,393.0,650,42,1501,20893.36
FL0001867,LH1226,D-AIBB,Airbus A319-100,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2022-07-13,21:05,21:05,,,On Time,Terminal 1C,B6,103,75.1,4140.0,365,21,756,9949.87
FL0001868,LH7936,D-AIBB,Airbus A319-100,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2022-07-13,22:50,22:50,0,,On Time,Terminal 1A,B3,124,90.0,976.0,960,78,2655,17088.79
FL0001869,LH7506,D-AIBA,Airbus A319-100,Departure,FRA,MXP,Milan,Italy,Europe,Short-haul,2022-07-13,10:05,10:05,0,,On Time,Terminal 1A,A14,106,76.9,414.0,515,56,1249,25805.15
FL0001870,LH1818,D-AIEA,Airbus A321neo,Departure,FRA,BCN,Barcelona,Spain,Europe,Medium-haul,2022-07-13,12:10,12:10,0,,On Time,Terminal 1B,B2,186,95.8,1554.0,1090,94,3295,36143.2
FL0001871,LH5738,D-AIBB,Airbus A319-100,Arrival,VIE,FRA,Vienna,Austria,Europe,Short-haul,2022-07-13,14:35,14:35,0,,Early,Terminal 1B,A24,96,70.0,2557.0,600,36,1761,23697.04
FL0001872,LH2031,D-AIEA,Airbus A321neo,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,2022-07-13,10:00,10:00,0,,On Time,Terminal 1C,C12,181,93.0,3417.0,890,79,2559,42741.14
FL0001873,LH7312,D-AIBA,Airbus A319-100,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2022-07-13,09:30,09:30,0,,On Time,Terminal 1A,B24,100,72.5,1362.0,1860,127,3845,16306.62
FL0001874,LH3348,D-AICA,Airbus A320-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2022-07-13,06:15,06:15,0,,Early,Terminal 1B,C17,127 pax,76.0,801.0,300,32,683,13076.77
FL0001875,LH5974,D-AIKB,Airbus A330-300,Departure,FRA,JFK,New York,United States,North America,Long-haul,2022-07-13,14:00,14:00,0,,Early,Terminal 1C,A30,223,95.3,8538.0,6200,441,27119,105365.83
