incident_id,flight_id,flight_number,aircraft_registration,date,route,route_category,delay_minutes,delay_reason,severity,compensation_eligible,passengers_affected,rebooking_required,hotel_provided,meal_voucher_provided,estimated_cost_eur,reported_by,resolution_time_min
INC000421,FL0001684,LH1292,D-AIDA,2022-06-27,FRA-BCN,Medium-haul,15,Medical emergency,Minor,No,159,No,No,No,2877.66,ATC,35
INC000422,FL0001689,LH1860,D-AINA,2022-06-27,DUS-FRA,Short-haul,10,Strike action,Minor,No,172,No,No,No,1414.78,ATC,32
INC000423,FL0001690,LH3509,D-ABYB,2022-06-27,ORD-FRA,Long-haul,5,Strike action,Minor,No,345,No,No,No,645.19,ATC,48
INC000424,FL0001694,LH4703,D-AIEB,2022-06-28,LHR-FRA,Short-haul,30,Passenger boarding,Moderate,No,163,No,No,No,4320.38,ATC,68
INC000425,FL0001695,LH8617,D-AIBA,2022-06-28,AMS-FRA,Short-haul,10,Passenger boarding,Minor,No,124,No,No,No,988.09,Ground Handling,31
INC000426,FL0001703,LH7856,D-AIHA,2022-06-28,IAD-FRA,Long-haul,30,Medical emergency,Moderate,No,223,No,No,No,4460.01,Operations Center,81
INC000427,FL0001709,LH6319,D-AICA,2022-06-29,FRA-AMS,Short-haul,30,Late incoming aircraft,Moderate,No,152,No,No,No,3587.96,Passenger Services,77
INC000428,FL0001713,LH1821,D-AIEB,29/06/2022,FRA-IST,Medium-haul,20,Medical emergency,Minor,No,175,No,No,No,1680.51,Flight Crew,61
INC000429,FL0001720,LH8411,D-AIDA,30/06/2022,FRA-LHR,Short-haul,30,Baggage loading,Moderate,No,136,No,No,No,4645.02,Passenger Services,60
INC000430,FL0001721,LH7469,D-AICB,30/06/2022,FCO-FRA,Short-haul,15,Connecting passengers,Minor,No,128,No,No,No,1578.18,Passenger Services,29
INC000431,FL0001730,LH8759,D-AICC,01/07/2022,IST-FRA,Medium-haul,30,Late incoming aircraft,Moderate,No,134,No,No,No,5209.89,Operations Center,43
INC000432,FL0001731,LH8673,D-AIEB,2022-07-01,FRA-LIS,Medium-haul,10,Baggage loading,Minor,No,179,No,No,No,823.49,Flight Crew,41
INC000433,FL0001735,LH8553,D-ABYC,2022-07-01,FRA-YYZ,Long-haul,10,Crew availability,Minor,No,300,No,No,No,596.39,Passenger Services,55
INC000434,FL0001742,LH2750,D-AICB,2022-07-02,FRA-BRU,Short-haul,15,Medical emergency,Minor,No,152,No,No,No,1156.46,ATC,30
INC000435,FL0001743,LH4762,D-AIEB,2022-07-02,FRA-IST,Medium-haul,15,Airport congestion,Minor,No,154,No,No,No,1203.12,Operations Center,50
INC000436,FL0001746,LH4912,D-AIXC,2022-07-02,FRA-ORD,Long-haul,15,Medical emergency,Minor,No,205,No,No,No,2512.0,Passenger Services,72
INC000437,FL0001749,LH8901,D-AIXB,2022-07-02,FRA-SIN,Long-haul,20,Strike action,Minor,No,231,No,No,No,1312.3,Operations Center,51
INC000438,FL0001750,LH4458,D-AIKB,2022-07-02,FRA-DXB,Long-haul,10,Weather conditions,Minor,No,167,No,No,No,1330.43,Ground Handling,60
INC000439,FL0001753,LH4249,D-AIBB,2022-07-03,FRA-AMS,Short-haul,10,Runway maintenance,Minor,No,132,No,No,No,1255.25,ATC,57
INC000440,FL0001755,LH8946,D-AIDA,2022-07-03,FRA-VIE,Short-haul,5,Crew availability,Minor,No,174,No,No,No,464.72,ATC,65
INC000441,FL0001766,LH4213,D-AIDB,2022-07-04,BRU-FRA,Short-haul,30,Weather conditions,Moderate,No,139,No,No,No,2020.44,Flight Crew,49
INC000442,FL0001769,LH1693,D-AICC,2022-07-04,FRA-IST,Medium-haul,20,Late incoming aircraft,Minor,No,156,No,No,No,3147.89,Operations Center,34
INC000443,FL0001773,LH4678,D-ABYA,2022-07-04,IAD-FRA,Long-haul,5,Crew availability,Minor,No,318,No,No,No,855.56,Passenger Services,33
INC000444,FL0001779,LH9106,D-AICA,2022-07-05,FRA-MAD,Medium-haul,20,Medical emergency,Minor,No,116,No,No,No,3372.8,Ground Handling,52
INC000445,FL0001780,LH3874,D-AICC,05/07/2022,ZRH-FRA,Short-haul,20,Crew availability,Minor,No,133,No,No,No,1559.37,Ground Handling,58
INC000446,FL0001791,LH4718,D-AIBB,2022-07-06,MAD-FRA,Medium-haul,20,Security check,Minor,No,108,No,No,No,1062.01,Ground Handling,42
INC000447,FL0001792,LH9399,D-AICC,2022-07-06,FRA-VIE,Short-haul,15,Bird strike,Minor,No,124,No,No,No,1425.5,Ground Handling,63
INC000448,FL0001796,LH6233,D-AICB,2022-07-06,FRA-MUC,Short-haul,15,Late incoming aircraft,Minor,No,136,No,No,No,2742.84,Flight Crew,41
INC000449,FL0001800,LH683,D-AIBA,2022-07-07,FRA-AMS,Short-haul,5,Crew availability,Minor,No,117,No,No,No,843.56,Flight Crew,25
INC000450,FL0001804,LH8489,D-AIEA,2022-07-07,FRA-ZRH,Short-haul,10,Weather conditions,Minor,No,162,No,No,No,1212.12 EUR,Operations Center,69
INC000451,FL0001808,LH524,D-AICB,2022-07-07,FRA-MUC,Short-haul,15,Late incoming aircraft,Minor,No,132 passengers,No,No,No,2055.61,Ground Handling,70
INC000452,FL0001809,LH4669,D-AIEB,2022-07-07,DUS-FRA,Short-haul,15,Weather conditions,Minor,No,144,No,No,No,2641.02,ATC,64
INC000453,FL0001814,LH6202,D-AICA,2022-07-08,FRA-ATH,Medium-haul,5,Strike action,Minor,No,124,No,No,No,437.48,Ground Handling,36
INC000454,FL0001818,LH4778,D-AIKA,2022-07-08,FRA-GRU,Long-haul,10,Fuel issue,Minor,No,177,No,No,No,1239.57,ATC,61
INC000455,FL0001819,LH9128,D-AICA,2022-07-09,CDG-FRA,Short-haul,15,Runway maintenance,Minor,No,147,No,No,No,1570.14,Ground Handling,55
INC000456,FL0001823,LH3381,D-AINB,2022-07-09,ZRH-FRA,Short-haul,90,Weather conditions,Major,No,167 passengers,No,No,No,17960.25,ATC,129
INC000457,FL0001830,LH4423,D-AIBA,2022-07-10,FRA-CDG,Short-haul,15,Fuel issue,Minor,No,116,No,No,No,2898.74,ATC,28
INC000458,FL0001833,LH9949,D-AICA,2022-07-10,MXP-FRA,Short-haul,15,Connecting passengers,Minor,No,127,No,No,No,2614.58,ATC,53
INC000459,FL0001841,LH4771,D-AIDB,2022-07-11,FRA-MAD,Medium-haul,30,De-icing,Moderate,No,157,No,No,No,4240.93,Ground Handling,71
INC000460,FL0001843,LH1996,D-AINB,2022-07-11,CPH-FRA,Short-haul,5,Strike action,Minor,No,144,No,No,No,466.63,Flight Crew,41
INC000461,FL0001851,LH4547,D-AIXC,2022-07-11,FRA-BKK,Long-haul,20,Weather conditions,Minor,No,199,No,No,No,3511.81,ATC,42
INC000462,FL0001853,LH2736,D-AICC,2022-07-12,LHR-FRA,Short-haul,20,Technical issue,Minor,No,157,No,No,No,2664.23,Operations Center,47
INC000463,FL0001859,LH8171,D-AIBB,2022-07-12,BRU-FRA,Short-haul,5,Strike action,Minor,No,114,No,No,No,959.2,Ground Handling,48
INC000464,FL0001865,LH8827,D-AIDA,2022-07-13,CDG-FRA,Short-haul,5,Airport congestion,Minor,No,170 passengers,No,No,No,835.7,ATC,41
INC000465,FL0001881,LH8854,D-AIDA,2022-07-14,LHR-FRA,Short-haul,90,De-icing,Major,No,172,No,No,No,10665.68,Flight Crew,110
INC000466,FL0001882,LH1448,D-AIEB,2022-07-14,FRA-AMS,Short-haul,10,Security check,Minor,No,139,No,No,No,565.02,Ground Handling,59
INC000467,FL0001889,LH7599,D-AIHC,2022-07-14,FRA-JFK,Long-haul,10,Weather conditions,Minor,No,208,No,No,No,592.74,Ground Handling,40
INC000468,FL0001892,LH115,D-AIDB,2022-07-15,LHR-FRA,Short-haul,10,Security check,Minor,No,153,No,No,No,545.51,Passenger Services,28
INC000469,FL0001898,LH7101,D-AIBB,2022-07-15,FRA-ARN,Medium-haul,45,Fuel issue,Moderate,No,116,No,No,No,3014.06,Passenger Services,84
INC000470,FL0001905,LH3895,D-AINB,2022-07-16,WAW-FRA,Short-haul,90,Crew availability,Major,No,129,No,No,No,14621.71,Passenger Services,134
INC000471,FL0001906,LH8891,D-AIBA,2022-07-16,FRA-IST,Medium-haul,5,Air traffic control,Minor,No,112,No,No,No,611.72,Ground Handling,43
INC000472,FL0001909,LH7341,D-AIXD,2022-07-16,FRA-SIN,Long-haul,20,Runway maintenance,Minor,No,189,No,No,No,1578.45,Operations Center,63
INC000473,FL0001914,LH2943,D-AINB,2022-07-17,FRA-MAD,Medium-haul,45,Bird strike,Moderate,No,160,No,No,No,3126.69,ATC,98
INC000474,FL0001916,LH3644,D-AICC,2022-07-17,IST-FRA,Medium-haul,30,Connecting passengers,Moderate,No,149,No,No,No,4533.1,Flight Crew,50
INC000475,FL0001919,LH3975,D-AIDA,2022-07-17,MUC-FRA,Short-haul,15,Strike action,Minor,No,144,No,No,No,2110.0,Flight Crew,49
INC000476,FL0001921,LH3446,D-ABYD,2022-07-17,DEL-FRA,Long-haul,5,Strike action,Minor,No,260,No,No,No,838.89,ATC,42
INC000477,FL0001923,LH4597,D-AIDA,2022-07-18,FRA-CDG,Short-haul,20,Fuel issue,Minor,No,154,No,No,No,2890.44,ATC,64
INC000478,FL0001924,LH6713,D-AIEB,2022-07-18,LHR-FRA,Short-haul,5,De-icing,Minor,No,163 passengers,No,No,No,729.33,ATC,31
INC000479,FL0001927,LH4039,D-AIEA,18/07/2022,VIE-FRA,Short-haul,15,Crew availability,Minor,No,148,No,No,No,885.01,Operations Center,37
INC000480,FL0001933,LH1284,D-AIKC,2022-07-18,GRU-FRA,Long-haul,45,Airport congestion,Moderate,No,176 passengers,No,No,No,2339.13,Flight Crew,96
INC000481,FL0001934,LH4158,D-AIXC,2022-07-18,DXB-FRA,Long-haul,30,Airport congestion,Moderate,No,254,No,No,No,4642.79,ATC,75
INC000482,FL0001942,LH193,D-AINA,2022-07-19,ARN-FRA,Medium-haul,15,Strike action,Minor,No,126,No,No,No,2569.48 EUR,Ground Handling,52
INC000483,FL0001946,LH9359,D-AIDA,2022-07-20,LHR-FRA,Short-haul,30,Strike action,Moderate,No,163,No,No,No,4536.47,Flight Crew,86
INC000484,FL0001947,LH8427,D-AIBA,2022-07-20,FRA-FCO,Short-haul,60,Air traffic control,Major,No,100,No,No,No,5927.15,Operations Center,72
INC000485,FL0001953,LH4418,D-AIKB,2022-07-20,ORD-FRA,Long-haul,60,Late incoming aircraft,Major,No,190 passengers,No,No,No,3559.52,ATC,97
INC000486,FL0001962,LH6111,D-AIDA,2022-07-21,FRA-MXP,Short-haul,15,Weather conditions,Minor,No,179,No,No,No,2575.42,ATC,66
INC000487,FL0001968,LH2422,D-AICB,2022-07-21,FRA-ATH,Medium-haul,15,Fuel issue,Minor,No,161,No,No,No,2421.47,Operations Center,26
INC000488,FL0001971,LH3080,D-AIHC,2022-07-21,FRA-YYZ,Long-haul,20,Passenger boarding,Minor,No,271,No,No,No,1607.86,Ground Handling,58
INC000489,FL0001974,LH7166,D-AIEB,2022-07-22,FRA-FCO,Short-haul,15,Airport congestion,Minor,No,178,No,No,No,2066.54,Passenger Services,30
INC000490,FL0001975,LH2275,D-AICC,2022-07-22,VIE-FRA,Short-haul,20,Late incoming aircraft,Minor,No,145,No,No,No,1297.14,ATC,61
INC000491,FL0001980,LH3382,D-ABYA,2022-07-22,SIN-FRA,Long-haul,90,Baggage loading,Major,No,344,No,No,No,11597.18,ATC,143
INC000492,FL0001981,LH642,D-AIXC,2022-07-22,FRA-PVG,Long-haul,5,Baggage loading,Minor,No,218,No,No,No,419.85,ATC,46
INC000493,FL0001991,LH9527,D-ABYA,23/07/2022,FRA-NRT,Long-haul,5,Technical issue,Minor,No,249,No,No,No,377.71,Passenger Services,54
INC000494,FL0001993,LH6576,D-AIKB,2022-07-23,DXB-FRA,Long-haul,30,Bird strike,Moderate,No,185,No,No,No,1828.05 EUR,ATC,80
INC000495,FL0002002,LH6699,D-AIXA,2022-07-24,PVG-FRA,Long-haul,20,Technical issue,Minor,No,225,No,No,No,1135.99,Ground Handling,37
INC000496,FL0002005,LH165,D-AICA,25/07/2022,FRA-CDG,Short-haul,60,Bird strike,Major,No,122,No,No,No,5769.7,Flight Crew,78
INC000497,FL0002018,LH9962,D-ABYC,2022-07-25,FRA-YYZ,Long-haul,10,Technical issue,Minor,No,315,No,No,No,1191.94,Ground Handling,63
INC000498,FL0002030,LH9713,D-ABYC,2022-07-26,ORD-FRA,Long-haul,15,Fuel issue,Minor,No,315,No,No,No,1346.04,Passenger Services,46
INC000499,FL0002037,LH4110,D-AIDB,2022-07-27,AMS-FRA,Short-haul,5,Passenger boarding,Minor,No,146,No,No,No,629.25,Ground Handling,62
INC000500,FL0002039,LH771,D-AICC,2022-07-27,FRA-VIE,Short-haul,5,Crew availability,Minor,No,126,No,No,No,486.68,ATC,56
INC000501,FL0002047,LH8687,D-AICA,2022-07-28,FRA-MAD,Medium-haul,15,Crew availability,Minor,No,119,No,No,No,789.22,Flight Crew,37
INC000502,FL0002048,LH2431,D-AIEA,2022-07-28,ZRH-FRA,Short-haul,15,Bird strike,Minor,No,171,No,No,No,2722.64,Flight Crew,55
INC000503,FL0002050,LH2663,D-AIDB,2022-07-28,MUC-FRA,Short-haul,10,Runway maintenance,Minor,No,130,No,No,No,1009.56,Passenger Services,39
INC000504,FL0002053,LH4979,D-AIDB,2022-07-29,FRA-LHR,Short-haul,10,Runway maintenance,Minor,No,150,No,No,No,1417.91,ATC,68
INC000505,FL0002055,LH6395,D-AIBA,2022-07-29,MAD-FRA,Medium-haul,5,Technical issue,Minor,No,110,No,No,No,856.54,ATC,43
INC000506,FL0002059,LH783,D-AIDB,2022-07-29,BRU-FRA,Short-haul,20,Passenger boarding,Minor,No,171,No,No,No,3156.62,Ground Handling,70
INC000507,FL0002066,LH4783,D-ABYA,2022-07-29,DEL-FRA,Long-haul,15,Fuel issue,Minor,No,337,No,No,No,2983.57,Ground Handling,63
INC000508,FL0002071,LH8455,D-AINA,2022-07-30,CDG-FRA,Short-haul,15,Baggage loading,Minor,No,131,No,No,No,2567.03,ATC,37
INC000509,FL0002075,LH1827,D-AIDB,2022-07-30,FRA-MAD,Medium-haul,15,De-icing,Minor,No,167,No,No,No,1872.78,Operations Center,64
INC000510,FL0002085,LH6121,D-AINA,2022-07-31,CDG-FRA,Short-haul,10,Passenger boarding,Minor,No,171,No,No,No,1119.7,Passenger Services,26
INC000511,FL0002087,LH9459,D-AICA,31/07/2022,AMS-FRA,Short-haul,20,De-icing,Minor,No,154,No,No,No,1889.76,Operations Center,55
INC000512,FL0002089,LH1256,D-AIDB,2022-07-31,FRA-BCN,Medium-haul,10,Weather conditions,Minor,No,154 passengers,No,No,No,1228.92,ATC,49
INC000513,FL0002090,LH5023,D-AICB,2022-07-31,ZRH-FRA,Short-haul,20,Airport congestion,Minor,No,143 passengers,No,No,No,2939.22,Operations Center,34
INC000514,FL0002091,LH6552,D-AICB,2022-07-31,FRA-WAW,Short-haul,15,Air traffic control,Minor,No,143,No,No,No,2650.2,Operations Center,25
INC000515,FL0002097,LH5542,D-AIHA,2022-07-31,FRA-DEL,Long-haul,15,Medical emergency,Minor,No,240,No,No,No,2419.64,Operations Center,28
INC000516,FL0002098,LH1872,D-AIXD,2022-07-31,PVG-FRA,Long-haul,15,Technical issue,Minor,No,206,No,No,No,2089.01,Flight Crew,71
INC000517,FL0002104,LH3188,D-AIDA,2022-08-01,FRA-BCN,Medium-haul,10,Weather conditions,Minor,No,173,No,No,No,1849.16,Ground Handling,67
INC000518,FL0002107,LH6027,D-AIBB,2022-08-01,FRA-CPH,Short-haul,45,Fuel issue,Moderate,No,120,No,No,No,8339.81,Passenger Services,91
INC000519,FL0002121,LH4008,D-AIBB,2022-08-02,FRA-CPH,Short-haul,15,Late incoming aircraft,Minor,No,120,No,No,No,1118.36,ATC,33
INC000520,FL0002127,LH7286,D-ABYD,2022-08-02,FRA-BKK,Long-haul,5,Baggage loading,Minor,No,274,No,No,No,425.04,Flight Crew,43
INC000521,FL0002134,LH4270,D-AICA,2022-08-03,FRA-WAW,Short-haul,15,Bird strike,Minor,No,144,No,No,No,2934.5,ATC,32
INC000522,FL0002141,LH311,D-AINA,2022-08-04,FRA-FCO,Short-haul,10,Bird strike,Minor,No,152,No,No,No,1187.3,ATC,64
INC000523,FL0002145,LH5372,D-AICB,2022-08-04,WAW-FRA,Short-haul,5,Connecting passengers,Minor,No,150,No,No,No,876.08,Passenger Services,59
INC000524,FL0002147,LH2668,D-AINA,2022-08-04,DUS-FRA,Short-haul,10,Runway maintenance,Minor,No,149,No,No,No,848.79,Ground Handling,29
INC000525,FL0002157,LH7167,D-AIXC,2022-08-05,FRA-YYZ,Long-haul,45,Runway maintenance,Moderate,No,201,No,No,No,8769.06,Flight Crew,62
INC000526,FL0002173,LH2497,D-AINA,2022-08-07,ZRH-FRA,Short-haul,15,De-icing,Minor,No,138,No,No,No,1684.12,Ground Handling,34
INC000527,FL0002176,LH7107,D-AICC,2022-08-07,FRA-MUC,Short-haul,20,Baggage loading,Minor,No,131,No,No,No,2267.75,ATC,46
INC000528,FL0002177,LH4518,D-AIEA,2022-08-07,FRA-DUS,Short-haul,30,Passenger boarding,Moderate,No,158,No,No,No,4868.08,Flight Crew,59
INC000529,FL0002196,LH2733,D-AIHB,2022-08-08,DXB-FRA,Long-haul,10,Runway maintenance,Minor,No,248,No,No,No,739.13,Ground Handling,46
INC000530,FL0002197,LH5582,D-AICC,09/08/2022,FRA-CDG,Short-haul,15,Technical issue,Minor,No,127,No,No,No,808.68,Ground Handling,41
INC000531,FL0002203,LH7411,D-AIEA,2022-08-09,BRU-FRA,Short-haul,20,Connecting passengers,Minor,No,165,No,No,No,3237.03,Operations Center,30
INC000532,FL0002205,LH4200,D-AIBA,2022-08-09,FRA-ARN,Medium-haul,30,Runway maintenance,Moderate,No,113,No,No,No,5510.06,Operations Center,53
INC000533,FL0002206,LH848,D-AIDA,2022-08-09,FRA-MUC,Short-haul,30,Air traffic control,Moderate,No,180,No,No,No,1555.94,Passenger Services,50
INC000534,FL0002210,LH3528,D-AIKB,2022-08-09,SIN-FRA,Long-haul,10,Runway maintenance,Minor,No,184,No,No,No,1932.07,ATC,55
INC000535,FL0002211,LH6799,D-AIKA,2022-08-09,FRA-DEL,Long-haul,30,Weather conditions,Moderate,No,167,No,No,No,5430.87,ATC,84
INC000536,FL0002213,LH1020,D-ABYB,2022-08-09,FRA-DXB,Long-haul,30,Security check,Moderate,No,299,No,No,No,5083.24,Operations Center,90
INC000537,FL0002215,LH1326,D-AIEA,2022-08-10,FRA-LHR,Short-haul,30,Bird strike,Moderate,No,168,No,No,No,2793.01,ATC,44
INC000538,FL0002216,LH2196,D-AINA,2022-08-10,MAD-FRA,Medium-haul,5,Connecting passengers,Minor,No,124,No,No,No,695.82,ATC,46
INC000539,FL0002224,LH2416,D-AIKC,2022-08-10,FRA-PVG,Long-haul,15,Weather conditions,Minor,No,161,No,No,No,2283.9,Passenger Services,60
INC000540,FL0002227,LH5999,D-AIEB,2022-08-11,CDG-FRA,Short-haul,45,Medical emergency,Moderate,No,175,No,No,No,5535.48,Ground Handling,64
INC000541,FL0002231,LH3441,D-AICB,2022-08-11,MXP-FRA,Short-haul,30,Connecting passengers,Moderate,No,129,No,No,No,4962.56,Ground Handling,88
INC000542,FL0002232,LH6541,D-AIDB,2022-08-11,VIE-FRA,Short-haul,15,Airport congestion,Minor,No,177,No,No,No,922.78,Passenger Services,64
INC000543,FL0002234,LH3544,D-AIBB,2022-08-11,FRA-LIS,Medium-haul,15,Airport congestion,Minor,No,108,No,No,No,1582.15,ATC,68
INC000544,FL0002241,LH2267,D-AINB,2022-08-12,FRA-ZRH,Short-haul,15,Crew availability,Minor,No,129,No,No,No,1230.48,Ground Handling,29
INC000545,FL0002242,LH8419,D-AICA,2022-08-12,CPH-FRA,Short-haul,30,Air traffic control,Moderate,No,115,No,No,No,3068.86,Operations Center,52
INC000546,FL0002245,LH9129,D-AINA,2022-08-13,CDG-FRA,Short-haul,10,Airport congestion,Minor,No,141,No,No,No,940.31,Operations Center,38
INC000547,FL0002251,LH3105,D-AICB,2022-08-13,FRA-WAW,Short-haul,15,Runway maintenance,Minor,No,146,No,No,No,2878.8,Ground Handling,61
INC000548,FL0002252,LH7372,D-AIDA,2022-08-13,IST-FRA,Medium-haul,20,Connecting passengers,Minor,No,181,No,No,No,1138.74 EUR,Passenger Services,56
INC000549,FL0002257,LH762,D-AIEB,14/08/2022,CDG-FRA,Short-haul,5,Fuel issue,Minor,No,135,No,No,No,755.66,ATC,56
INC000550,FL0002260,LH4308,D-AINA,2022-08-14,FRA-BCN,Medium-haul,20,Connecting passengers,Minor,No,126,No,No,No,1054.31,Passenger Services,55
INC000551,FL0002261,LH2717,D-AINB,2022-08-14,FRA-BRU,Short-haul,15,Security check,Minor,No,165,No,No,No,2896.09,Operations Center,71
INC000552,FL0002266,LH3118,D-AIHC,2022-08-14,ORD-FRA,Long-haul,20,Security check,Minor,No,260,No,No,No,1861.37,Operations Center,46
INC000553,FL0002276,LH6350,D-AIBB,2022-08-15,FRA-ARN,Medium-haul,5,Baggage loading,Minor,No,104,No,No,No,672.42,Passenger Services,49
INC000554,FL0002277,LH9458,D-AIDB,2022-08-15,FRA-MUC,Short-haul,5,Connecting passengers,Minor,No,158,No,No,No,464.55,ATC,36
INC000555,FL0002278,LH4051,D-AIXC,2022-08-15,FRA-JFK,Long-haul,15,Baggage loading,Minor,No,247,No,No,No,2357.73,Ground Handling,72
INC000556,FL0002291,LH1675,D-AINA,2022-08-17,FRA-CDG,Short-haul,5,Strike action,Minor,No,154,No,No,No,383.9 EUR,Operations Center,42
INC000557,FL0002293,LH9050,D-AIEA,2022-08-17,FRA-AMS,Short-haul,30,Fuel issue,Moderate,No,181,No,No,No,4614.3,Flight Crew,67
INC000558,FL0002294,LH3728,D-AIBA,2022-08-17,FRA-FCO,Short-haul,15,Late incoming aircraft,Minor,No,126,No,No,No,1102.17,Operations Center,37
INC000559,FL0002300,LH6004,D-ABYD,2022-08-17,SIN-FRA,Long-haul,15,Air traffic control,Minor,No,273,No,No,No,1814.28,Ground Handling,48
INC000560,FL0002301,LH3448,D-AIXD,2022-08-17,DEL-FRA,Long-haul,10,Security check,Minor,No,222,No,No,No,1418.08,ATC,28
INC000561,FL0002304,LH4061,D-AIBB,2022-08-18,AMS-FRA,Short-haul,10,Bird strike,Minor,No,131,No,No,No,1533.16 EUR,Passenger Services,33
INC000562,FL0002305,LH5614,D-AIEA,2022-08-18,MAD-FRA,Medium-haul,5,Late incoming aircraft,Minor,No,156,No,No,No,294.72,Operations Center,20
INC000563,FL0002318,LH5737,D-AICB,2022-08-19,FCO-FRA,Short-haul,20,Passenger boarding,Minor,No,137,No,No,No,1976.07,Flight Crew,57
INC000564,FL0002325,LH8981,D-AIKB,2022-08-19,FRA-IAD,Long-haul,60,Airport congestion,Major,No,168,No,No,No,9289.68,Passenger Services,78
INC000565,FL0002330,LH4287,D-AICC,2022-08-20,LHR-FRA,Short-haul,45,Fuel issue,Moderate,No,134,No,No,No,5660.07,Operations Center,60
INC000566,FL0002331,LH641,D-AICC,2022-08-20,FRA-FCO,Short-haul,10,Weather conditions,Minor,No,152,No,No,No,1096.56,Flight Crew,39
INC000567,FL0002336,LH5480,D-AIKC,2022-08-20,FRA-NRT,Long-haul,30,Airport congestion,Moderate,No,186,No,No,No,5472.08,Flight Crew,53
INC000568,FL0002337,LH8883,D-AIXC,2022-08-20,FRA-SIN,Long-haul,15,Medical emergency,Minor,No,186,No,No,No,1502.78,Operations Center,63
INC000569,FL0002342,LH8713,D-AICA,2022-08-21,FRA-MXP,Short-haul,10,Strike action,Minor,No,153 passengers,No,No,No,1566.92,ATC,21
INC000570,FL0002346,LH7319,D-ABYC,2022-08-21,IAD-FRA,Long-haul,20,Medical emergency,Minor,No,276,No,No,No,1536.97,Flight Crew,67
INC000571,FL0002348,LH3182,D-AIEB,2022-08-22,FRA-CDG,Short-haul,5,Medical emergency,Minor,No,176,No,No,No,903.97,ATC,29
INC000572,FL0002354,LH4366,D-AIEB,2022-08-22,ATH-FRA,Medium-haul,20,Late incoming aircraft,Minor,No,163,No,No,No,2529.97,Flight Crew,57
INC000573,FL0002355,LH4929,D-AIBB,2022-08-22,FRA-DUS,Short-haul,5,Medical emergency,Minor,No,99,No,No,No,879.35,ATC,20
INC000574,FL0002358,LH378,D-ABYA,2022-08-22,FRA-JNB,Long-haul,10,Late incoming aircraft,Minor,No,256,No,No,No,1537.73,Ground Handling,51
INC000575,FL0002363,LH5570,D-AIDA,23/08/2022,VIE-FRA,Short-haul,10,Bird strike,Minor,No,146,No,No,No,1980.27,Flight Crew,20
INC000576,FL0002372,LH109,D-AICB,2022-08-24,FRA-MXP,Short-haul,10,Airport congestion,Minor,No,135,No,No,No,1624.96,Passenger Services,48
INC000577,FL0002380,LH9218,D-AIKB,2022-08-24,SIN-FRA,Long-haul,10,De-icing,Minor,No,196,No,No,No,1431.92,Flight Crew,35
INC000578,FL0002384,LH4820,D-AINA,2022-08-25,FRA-MXP,Short-haul,45,Connecting passengers,Moderate,No,151,No,No,No,7529.68,Passenger Services,91
INC000579,FL0002387,LH211,D-AIDB,2022-08-25,ZRH-FRA,Short-haul,15,Baggage loading,Minor,No,153,No,No,No,1436.83,Flight Crew,25
INC000580,FL0002393,LH1573,D-AINB,2022-08-26,FRA-CDG,Short-haul,15,Weather conditions,Minor,No,171,No,No,No,884.24,Passenger Services,65
INC000581,FL0002400,LH9294,D-AIXA,2022-08-26,PVG-FRA,Long-haul,10,Air traffic control,Minor,No,240,No,No,No,1302.04,Operations Center,52
INC000582,FL0002401,LH744,D-ABYA,2022-08-26,GRU-FRA,Long-haul,90,Medical emergency,Major,No,268,No,No,No,17947.72,Operations Center,131
INC000583,FL0002409,LH2835,D-AINB,2022-08-27,LIS-FRA,Medium-haul,45,Runway maintenance,Moderate,No,160,No,No,No,7543.45,Flight Crew,78
INC000584,FL0002413,LH555,D-AIKB,2022-08-27,NRT-FRA,Long-haul,10,Connecting passengers,Minor,No,197,No,No,No,1403.06,Operations Center,59
INC000585,FL0002414,LH5040,D-AIHC,2022-08-27,FRA-SIN,Long-haul,10,Fuel issue,Minor,No,210,No,No,No,1760.52,ATC,49
INC000586,FL0002420,LH6744,D-AICB,2022-08-28,FRA-FCO,Short-haul,15,Weather conditions,Minor,No,132,No,No,No,2003.13,ATC,61
INC000587,FL0002422,LH1054,D-AIBB,2022-08-28,FRA-MAD,Medium-haul,15,Weather conditions,Minor,No,97,No,No,No,970.48,ATC,26
INC000588,FL0002427,LH684,D-AIXC,2022-08-28,FRA-JFK,Long-haul,30,Strike action,Moderate,No,210,No,No,No,3313.68,ATC,45
INC000589,FL0002429,LH588,D-AIEA,2022-08-29,FRA-CDG,Short-haul,20,Security check,Minor,No,147,No,No,No,1644.27,Flight Crew,42
INC000590,FL0002431,LH3446,D-AIEB,2022-08-29,FRA-AMS,Short-haul,15,Weather conditions,Minor,No,186,No,No,No,895.34,Passenger Services,64
INC000591,FL0002435,LH1493,D-AIBB,2022-08-29,FRA-CPH,Short-haul,5,Technical issue,Minor,No,117,No,No,No,300.45,Passenger Services,49
INC000592,FL0002437,LH2675,D-AICB,2022-08-29,FRA-ATH,Medium-haul,10,Medical emergency,Minor,No,130,No,No,No,1200.01,Operations Center,34
INC000593,FL0002438,LH793,D-AIDB,2022-08-29,FRA-ARN,Medium-haul,20,Connecting passengers,Minor,No,167 passengers,No,No,No,3682.2,Passenger Services,68
