survey_id,passenger_id,flight_id,survey_date,travel_class,nationality,frequent_flyer_status,trip_purpose,overall_satisfaction,check_in_rating,security_rating,lounge_rating,boarding_rating,seat_comfort_rating,cabin_crew_rating,food_rating,entertainment_rating,wifi_rating,would_recommend,nps_score,comments
SUR001386,PAX00027101,FL0010893,2024-08-26,Economy,Portugal,None,Business,2,3,1,,2,1,1,7,8,9,No,9.0,Baggage took too long at arrival
SUR001387,PAX00016689,FL0001842,2022-03-25,Economy,Denmark,Senator,Business,7,7,6,,5,9,7,9,7,6,Yes,2.0,Long queues at security in Frankfurt
SUR001388,PAX00025903,FL0002174,2022-02-24,Economy,Spain,None,Visiting Family,5,6,3,,6,6,3,10,2,9,Maybe,7.0,Wifi was too slow for work
SUR001389,PAX00014872,FL0010980,2024-08-27,Business,Italy,None,Visiting Family,9,10,9,10.0,8,6,7,2,3,10,Yes,6.0,
SUR001390,PAX00004869,FL0000299,2022-01-25,Economy,Germany,None,Leisure,4,6,6,,3,3,3,5,9,1,No,10.0,Clean and comfortable cabin
SUR001391,PAX00035443,FL0007511,2023-07-20,Economy,Portugal,None,Other,7,7,5,,9,7,8,4,4,10,Yes,5.0,Baggage took too long at arrival
SUR001392,PAX00039169,FL0003177,2022-08-23,Business,Switzerland,Senator,Visiting Family,4,5,4,9.0,4,3,2,5,8,9,No,5.0,Clean and comfortable cabin
SUR001393,PAX00022893,FL0002641,2022-05-09,Economy,Austria,HON Circle,Visiting Family,9,8,8,,10,10,7,6,10,4,Yes,0.0,Business class seat was outstanding
SUR001394,PAX00034301,FL0004480,2022-11-15,Economy,UAE,Senator,Leisure,2,1,4,,3,2,2,5,8,8,No,9.0,
SUR001395,PAX00041980,FL0007576,2023-10-31,Economy,Italy,HON Circle,Business,6,6,6,,8,7,8,1,7,6,Maybe,8.0,Food quality has improved
SUR001396,PAX00026284,FL0003766,2022-08-03,Economy,Germany,None,Leisure,9,10,9,,10,9,10,4,10,9,Yes,0.0,
SUR001397,PAX00037335,FL0012043,2024-07-22,Economy,Germany,Frequent Traveller,Leisure,3,2,1,,3,5,4,6,6,6,No,,
SUR001398,PAX00022970,FL0003624,2022-08-21,Economy,South Africa,HON Circle,Visiting Family,10,8,8,,10,10,9,7,3,5,Yes,5.0,Wifi was too slow for work
SUR001399,PAX00001864,FL0000239,2022-01-28,Premium Economy,Switzerland,None,Business,3,3,4,,3,4,3,6,9,2,No,1.0,Clean and comfortable cabin
SUR001400,PAX00026420,FL0009477,2024-04-22,Economy,Spain,None,Other,3,4,5,,2,2,3,2,10,9,No,5.0,Cabin crew was very professional
SUR001401,PAX00006499,FL0010972,24/07/2024,Economy,Japan,None,Visiting Family,10,10,8,,8,8,9,3,1,6,Yes,,Business class seat was outstanding
SUR001402,PAX00006375,FL0006915,2023-09-20,Economy,United Kingdom,HON Circle,Leisure,8,8,6,,7,9,9,10,10,10,Yes,3.0,Clean and comfortable cabin
SUR001403,PAX00032420,FL0007221,2023-09-05,Economy,United States,Frequent Traveller,Business,3/10,5,5,,3,3,3,9,7,9,No,8.0,Clean and comfortable cabin
SUR001404,PAX00006265,FL0003034,2022-07-10,Economy,Germany,None,Visiting Family,9,9,10,,9,9,9,5,9,3,Yes,7.0,
SUR001405,PAX00021320,FL0011228,2024-09-05,Economy,Netherlands,None,Leisure,9,7,7,,8,6,8,5,8,10,Yes,6.0,
SUR001406,PAX00003106,FL0002580,2022-03-30,Economy,Spain,Frequent Traveller,Business,3,5,1,,3,4,2,7,6,4,No,7.0,
SUR001407,PAX00042404,FL0006999,2023-09-24,Economy,Thailand,None,Business,1,1,2,,1,2,3,5,7,5,No,8.0,Clean and comfortable cabin
SUR001408,PAX00011177,FL0000788,2022-01-05,Economy,Spain,Senator,Business,7,5,9,,5,7,7,10,4,2,Yes,3.0,Smooth connection at Frankfurt hub
SUR001409,PAX00034019,FL0008395,2023-12-30,Economy,Denmark,HON Circle,Visiting Family,8,9,8,,10,10,9,4,9,5,Yes,3.0,Smooth connection at Frankfurt hub
SUR001410,PAX00037944,FL0007240,2023-09-19,Economy,India,Senator,Business,10,9,10,,9,8,8,2,9,6,Yes,10.0,Cabin crew was very professional
SUR001411,PAX00042138,FL0010345,2024-04-08,Economy,Spain,Senator,Leisure,3/10,1,5,,3,2,2,4,10,1,No,5.0,Wifi was too slow for work
SUR001412,PAX00017477,FL0004204,2022-10-14,Economy,Italy,Senator,Leisure,5,5,5,,6,3,6,1,4,10,Maybe,4.0,
SUR001413,PAX00025454,FL0006004,2023-06-23,Business,Austria,None,Other,4,2,4,9.0,4,6,3,9,5,7,No,3.0,
SUR001414,PAX00032944,FL0011089,2024-04-20,Business,Singapore,HON Circle,Other,5,6,4,5.0,6,2,4,4,1,4,Maybe,9.0,Cabin crew was very professional
SUR001415,PAX00001583,FL0009603,2024-03-18,Economy,Canada,None,Leisure,7/10,8,5,,8,8,8,7,3,10,Yes,6.0,
SUR001416,PAX00002296,FL0005394,2023-05-02,Economy,Germany,None,Leisure,10,8,10,,10,9,10,6,1,4,Yes,10.0,Business class seat was outstanding
SUR001417,PAX00034949,FL0008776,2024-04-05,Economy,Poland,Senator,Leisure,9/10,7,9,,9,7,9,9,1,5,Yes,10.0,Excellent Lufthansa service as always
SUR001418,PAX00002180,FL0002607,2022-04-07,Economy,United States,None,Leisure,3,2,4,,4,4,2,4,1,8,No,4.0,Food quality has improved
SUR001419,PAX00001757,FL0001027,2022-01-12,Economy,Belgium,Senator,Business,3,2,1,,3,3,3,9,8,2,No,5.0,Clean and comfortable cabin
SUR001420,PAX00012503,FL0008805,2024-03-27,Economy,Germany,HON Circle,Other,7,6,5,,8,6,9,5,7,9,Yes,1.0,
SUR001421,PAX00017668,FL0010289,2024-06-13,Business,China,None,Business,1,3,3,9.0,1,3,3,4,6,5,No,,
SUR001422,PAX00028774,FL0011146,2024-05-03,Economy,UAE,None,Leisure,1,2,2,,3,2,3,7,8,2,No,5.0,Smooth connection at Frankfurt hub
SUR001423,PAX00017674,FL0000208,2021-08-31,Business,Belgium,None,Business,7,5,8,5.0,8,9,9,7,8,4,Yes,10.0,Business class seat was outstanding
SUR001424,PAX00028709,FL0001469,2022-02-20,Economy,Brazil,None,Leisure,6,5,6,,5,3,5,9,1,9,Maybe,5.0,
SUR001425,PAX00030629,FL0008982,2024-01-31,Economy,Austria,HON Circle,Visiting Family,4,4,5,,5,3,6,7,8,9,No,5.0,
SUR001426,PAX00043799,FL0005713,2023-02-07,Economy,Switzerland,Frequent Traveller,Visiting Family,2,1,2,,4,2,2,2,4,6,No,4.0,Long queues at security in Frankfurt
SUR001427,PAX00034942,FL0003814,27/12/2022,Business,Brazil,HON Circle,Visiting Family,5,5,5,4.0,5,3,6,6,10,5,Maybe,7.0,Smooth connection at Frankfurt hub
SUR001428,PAX00011917,FL0002655,2022-06-18,Economy,Poland,Frequent Traveller,Visiting Family,1,1,3,,1,3,1,2,5,2,No,0.0,Excellent Lufthansa service as always
SUR001429,PAX00014849,FL0011993,2024-11-09,Business,France,Frequent Traveller,Other,6,7,4,7.0,6,3,5,10,9,7,Maybe,2.0,Food quality has improved
SUR001430,PAX00016526,FL0001880,2022-02-08,Business,Singapore,HON Circle,Leisure,7,8,9,8.0,8,8,6,6,7,1,Yes,6.0,Excellent Lufthansa service as always
SUR001431,PAX00029020,FL0009842,2024-04-28,Economy,India,None,Visiting Family,7,6,8,,8,6,5,3,7,1,Yes,7.0,Flight was delayed but communication was good
SUR001432,PAX00023866,FL0001101,2022-03-24,Economy,Sweden,None,Visiting Family,3,4,3,,4,5,2,5,8,1,No,1.0,Business class seat was outstanding
SUR001433,PAX00027978,FL0001467,2022-05-19,Economy,UAE,Frequent Traveller,Business,6,8,8,,5,3,6,10,6,3,Maybe,6.0,Flight was delayed but communication was good
SUR001434,PAX00026454,FL0010281,14/04/2024,Premium Economy,Poland,None,Business,7,7,7,,7,8,9,8,7,9,Yes,4.0,Wifi was too slow for work
SUR001435,PAX00012760,FL0006456,2023-03-19,Economy,Sweden,None,Other,9,8,8,,8,7,10,1,8,1,Yes,1.0,
SUR001436,PAX00024048,FL0010601,2024-04-13,Economy,France,Senator,Leisure,3,3,2,,3,4,5,10,8,4,No,9.0,Smooth connection at Frankfurt hub
SUR001437,PAX00010841,FL0012090,2024-11-21,Premium Economy,South Africa,Frequent Traveller,Business,8,9,10,,6,10,10,4,7,9,Yes,1.0,Flight was delayed but communication was good
SUR001438,PAX00036579,FL0011401,2024-09-10,Economy,France,HON Circle,Visiting Family,6,6,6,,7,8,4,2,4,7,Maybe,5.0,
SUR001439,PAX00020981,FL0005303,2023-04-07,Premium Economy,Spain,Frequent Traveller,Business,9,10,10,,10,9,9,8,1,8,Yes,3.0,Wifi was too slow for work
SUR001440,PAX00017644,FL0000314,2022-01-02,Economy,Belgium,None,Business,5,6,7,,5,4,5,1,6,2,Maybe,10.0,Wifi was too slow for work
SUR001441,PAX00034218,FL0007137,2023-06-21,Economy,Italy,None,Business,10,9,10,,10,7,8,10,1,2,Yes,10.0,Excellent Lufthansa service as always
SUR001442,PAX00036891,FL0009815,2024-03-15,Business,Turkey,Senator,Leisure,1,1,3,4.0,1,2,3,9,1,2,No,8.0,Smooth connection at Frankfurt hub
SUR001443,PAX00037422,FL0012139,2024-07-30,Business,Netherlands,None,Leisure,2,3,1,2.0,1,4,4,4,4,7,No,3.0,Smooth connection at Frankfurt hub
SUR001444,PAX00000199,FL0003921,2022-10-24,Economy,Sweden,Senator,Leisure,7,5,7,,7,6,5,2,2,1,Yes,3.0,Long queues at security in Frankfurt
SUR001445,PAX00035683,FL0002838,2022-08-09,Economy,South Africa,HON Circle,Leisure,7,7,6,,7,4,8,9,1,4,Yes,2.0,
SUR001446,PAX00020716,FL0009540,2024-05-26,Economy,Italy,Senator,Leisure,8,7,8,,7,8,7,7,4,3,Yes,1.0,Food quality has improved
SUR001447,PAX00011601,FL0010761,2024-07-07,Economy,France,None,Other,10,10,9,,8,8,10,7,3,6,Yes,10.0,Excellent Lufthansa service as always
SUR001448,PAX00004450,FL0000078,2021-09-26,Economy,Sweden,None,Other,7,7,7,,9,4,6,3,10,10,Yes,10.0,
SUR001449,PAX00013868,FL0000203,2022-02-03,Economy,Poland,Frequent Traveller,Business,6/10,8,6,,8,6,8,6,8,6,Maybe,6.0,Long queues at security in Frankfurt
SUR001450,PAX00002683,FL0008009,2023-09-13,Business,Switzerland,None,Other,6,4,6,3.0,8,8,6,9,1,3,Maybe,6.0,Food quality has improved
SUR001451,PAX00025520,FL0007024,2023-11-01,Economy,Canada,Frequent Traveller,Visiting Family,7,5,7,,6,7,7,3,8,10,Yes,9.0,Wifi was too slow for work
SUR001452,PAX00025315,FL0003765,2022-09-12,Economy,Poland,HON Circle,Business,9,7,8,,9,9,10,4,9,4,Yes,0.0,Clean and comfortable cabin
SUR001453,PAX00007756,FL0010603,2024-06-05,Economy,United States,Senator,Other,7,5,6,,6,4,7,8,7,3,Yes,2.0,Business class seat was outstanding
SUR001454,PAX00042694,FL0011103,2024-04-25,Premium Economy,United States,Frequent Traveller,Visiting Family,10,8,8,,10,7,8,8,4,2,Yes,10.0,Cabin crew was very professional
SUR001455,PAX00029412,FL0003189,2022-06-16,Business,United Kingdom,None,Leisure,7,5,9,4.0,9,4,8,2,10,4,Yes,5.0,Food quality has improved
SUR001456,PAX00026437,FL0008321,2023-12-21,Economy,Germany,Senator,Visiting Family,2,2,4,,4,2,1,10,8,4,No,7.0,Flight was delayed but communication was good
SUR001457,PAX00012939,FL0003369,2022-10-21,Business,Greece,Senator,Business,4,2,4,2.0,5,3,6,10,3,2,No,9.0,
SUR001458,PAX00000566,FL0001713,2022-06-25,Economy,Italy,None,Leisure,1,2,1,,3,1,1,7,3,4,No,2.0,Cabin crew was very professional
SUR001459,PAX00035936,FL0002452,2022-05-03,Economy,Austria,None,Leisure,3,1,3,,3,4,1,5,5,3,No,5.0,Cabin crew was very professional
SUR001460,PAX00022640,FL0005683,2023-04-05,Economy,Singapore,None,Other,7,9,9,,6,4,8,5,5,3,Yes,6.0,Wifi was too slow for work
SUR001461,PAX00008650,FL0009541,2024-01-01,Business,South Africa,Senator,Other,7,7,7,3.0,8,9,9,4,4,8,Yes,10.0,Business class seat was outstanding
SUR001462,PAX00038519,FL0001652,2022-02-04,Economy,United Kingdom,None,Business,2,4,2,,2,2,2,2,6,4,No,4.0,Flight was delayed but communication was good
SUR001463,PAX00036084,FL0005109,2023-05-18,Economy,South Africa,Frequent Traveller,Other,6,5,5,,6,3,5,1,4,7,Maybe,8.0,Cabin crew was very professional
SUR001464,PAX00012178,FL0006745,2023-07-03,Economy,United States,None,Other,10/10,9,9,,10,9,9,8,4,7,Yes,7.0,
SUR001465,PAX00007493,FL0001694,2022-03-10,Economy,Switzerland,None,Other,3/10,2,4,,3,1,5,3,5,5,No,8.0,Baggage took too long at arrival
SUR001466,PAX00013436,FL0006370,2023-06-14,Economy,United States,None,Visiting Family,7,5,7,,5,4,6,5,8,2,Yes,3.0,Cabin crew was very professional
SUR001467,PAX00027641,FL0010518,2024-07-11,Business,Spain,None,Visiting Family,4,3,4,2.0,6,2,5,4,6,1,No,3.0,Cabin crew was very professional
SUR001468,PAX00020986,FL0001313,2022-03-01,Economy,South Africa,None,Other,4,2,6,,3,1,4,8,3,3,No,2.0,Excellent Lufthansa service as always
SUR001469,PAX00008515,FL0005636,2023-04-18,Premium Economy,Austria,Senator,Other,4,6,2,,6,6,3,10,6,4,No,2.0,Wifi was too slow for work
SUR001470,PAX00026521,FL0000558,2021-09-25,Economy,UAE,HON Circle,Leisure,9,8,10,,10,10,7,10,6,1,Yes,1.0,Flight was delayed but communication was good
SUR001471,PAX00021091,FL0008172,05/02/2024,Economy,Germany,None,Other,1,2,1,,3,2,2,1,2,6,No,0.0,Food quality has improved
SUR001472,PAX00017655,FL0002440,2022-09-07,Economy,India,Frequent Traveller,Other,1,2,2,,2,3,1,3,1,1,No,0.0,Clean and comfortable cabin
SUR001473,PAX00022925,FL0003978,2022-12-26,Economy,Greece,None,Leisure,1,1,3,,3,1,1,5,8,7,No,2.0,Smooth connection at Frankfurt hub
SUR001474,PAX00023336,FL0005514,2023-02-06,Economy,Italy,None,Visiting Family,10,9,8,,9,10,9,1,10,5,Yes,10.0,Baggage took too long at arrival
SUR001475,PAX00000644,FL0008243,2023-12-18,Economy,Japan,Senator,Visiting Family,5,5,4,,7,5,7,9,10,7,Maybe,6.0,Excellent Lufthansa service as always
SUR001476,PAX00022461,FL0007608,2023-09-30,Economy,Netherlands,Frequent Traveller,Visiting Family,3,1,4,,2,4,3,9,10,1,No,8.0,Smooth connection at Frankfurt hub
SUR001477,PAX00035886,FL0009542,2024-02-16,Economy,United Kingdom,None,Business,3,3,5,,2,1,4,2,6,10,No,3.0,
SUR001478,PAX00031510,FL0008099,2024-01-01,Business,China,None,Business,3,4,1,4.0,5,2,1,8,3,5,No,10.0,Business class seat was outstanding
SUR001479,PAX00015377,FL0010722,2024-06-10,Economy,France,None,Business,6,8,8,,4,4,6,2,7,5,Maybe,,Smooth connection at Frankfurt hub
SUR001480,PAX00016477,FL0002947,2022-07-18,Business,Canada,None,Visiting Family,2,1,1,8.0,2,1,2,7,2,3,No,5.0,Excellent Lufthansa service as always
SUR001481,PAX00020757,FL0009146,2024-03-21,Economy,France,None,Visiting Family,6,5,4,,4,7,7,5,1,10,Maybe,10.0,Excellent Lufthansa service as always
SUR001482,PAX00003706,FL0008563,02/12/2023,Economy,Poland,Senator,Visiting Family,3/10,4,5,,2,4,2,8,6,7,No,1.0,
SUR001483,PAX00024896,FL0009946,2024-02-09,Economy,Singapore,None,Leisure,10/10,9,9,,10,8,9,10,7,2,Yes,6.0,Flight was delayed but communication was good
SUR001484,PAX00025297,FL0006600,2023-05-26,Economy,Germany,Frequent Traveller,Leisure,4/10,5,4,,6,6,4,10,5,6,No,6.0,Baggage took too long at arrival
SUR001485,PAX00018638,FL0001638,06/04/2022,Economy,Spain,HON Circle,Business,3,5,3,,2,4,5,10,1,10,No,10.0,Baggage took too long at arrival
SUR001486,PAX00043224,FL0000674,2022-02-18,Economy,Netherlands,Senator,Visiting Family,3,5,4,,4,2,1,9,1,3,No,9.0,Wifi was too slow for work
SUR001487,PAX00015024,FL0011353,2024-08-22,Economy,Greece,None,Business,9,9,10,,7,8,10,9,6,1,Yes,4.0,Food quality has improved
SUR001488,PAX00023352,FL0007305,2023-09-03,Economy,Netherlands,None,Other,10,8,9,,9,9,8,3,6,10,Yes,0.0,Flight was delayed but communication was good
SUR001489,PAX00020209,FL0000042,2021-10-13,Premium Economy,Spain,None,Leisure,7,6,6,,7,6,5,5,8,2,Yes,10.0,Baggage took too long at arrival
SUR001490,PAX00021990,FL0009738,2024-02-18,Economy,Greece,None,Other,4,2,3,,5,6,2,4,4,5,No,9.0,Wifi was too slow for work
SUR001491,PAX00009113,FL0011801,2024-07-21,Business,Thailand,None,Other,5,4,3,10.0,3,7,3,3,2,4,Maybe,5.0,Clean and comfortable cabin
SUR001492,PAX00015594,FL0011958,2024-12-13,Economy,United States,None,Visiting Family,6,4,5,,4,7,8,8,6,1,Maybe,7.0,Smooth connection at Frankfurt hub
SUR001493,PAX00010977,FL0007448,2023-10-24,Economy,France,None,Other,10,10,8,,10,7,10,6,3,3,Yes,9.0,Clean and comfortable cabin
SUR001494,PAX00005166,FL0006964,2023-05-17,Economy,United States,None,Leisure,1,1,3,,1,1,1,2,3,3,No,1.0,Business class seat was outstanding
SUR001495,PAX00001424,FL0004491,2023-01-14,Economy,Germany,HON Circle,Visiting Family,9,8,10,,10,6,10,6,8,4,Yes,2.0,
SUR001496,PAX00010635,FL0000986,2021-11-20,Economy,Italy,None,Visiting Family,7,5,7,,6,8,7,7,5,4,Yes,10.0,Business class seat was outstanding
SUR001497,PAX00008343,FL0009835,2024-01-25,Economy,United States,None,Leisure,4/10,2,4,,4,5,2,9,7,4,No,2.0,Clean and comfortable cabin
SUR001498,PAX00018405,FL0007138,2023-09-28,Business,United Kingdom,Frequent Traveller,Leisure,1,3,2,6.0,3,3,2,6,4,7,No,4.0,Wifi was too slow for work
SUR001499,PAX00032810,FL0000588,2021-12-26,Economy,Portugal,None,Leisure,6,4,5,,5,6,7,3,7,7,Maybe,8.0,Flight was delayed but communication was good
SUR001500,PAX00038381,FL0007973,2023-08-20,Economy,South Africa,None,Other,5,3,5,,3,7,4,3,3,2,Maybe,6.0,Wifi was too slow for work
SUR001501,PAX00013578,FL0011051,2024-06-25,Economy,Portugal,None,Business,2,3,2,,4,3,1,10,7,3,No,8.0,Wifi was too slow for work
SUR001502,PAX00035008,FL0011155,2024-05-15,Economy,United Kingdom,None,Business,4,6,6,,5,1,4,4,4,6,No,5.0,Cabin crew was very professional
SUR001503,PAX00025138,FL0002105,2022-03-11,Economy,Italy,None,Visiting Family,4,2,2,,6,3,3,4,9,9,No,3.0,Cabin crew was very professional
SUR001504,PAX00039644,FL0007119,2023-07-22,Economy,Poland,Frequent Traveller,Visiting Family,7,7,6,,5,8,5,10,10,6,Yes,10.0,Food quality has improved
SUR001505,PAX00037031,FL0009442,2024-05-03,Economy,Poland,Senator,Business,2,3,1,,4,1,2,8,4,7,No,7.0,
SUR001506,PAX00025886,FL0010545,2024-03-22,Economy,UAE,None,Leisure,5,4,3,,4,2,7,8,10,9,Maybe,10.0,Long queues at security in Frankfurt
SUR001507,PAX00027793,FL0002214,2022-07-19,Economy,South Africa,None,Visiting Family,5,4,7,,3,7,4,9,8,7,Maybe,10.0,
SUR001508,PAX00041086,FL0002931,2022-09-26,Economy,Belgium,None,Other,6,6,5,,4,4,6,4,10,1,Maybe,9.0,Clean and comfortable cabin
SUR001509,PAX00025231,FL0005740,2023-03-01,Economy,United Kingdom,Frequent Traveller,Business,2,4,1,,1,2,1,2,4,4,No,9.0,Excellent Lufthansa service as always
SUR001510,PAX00022516,FL0008360,2023-12-21,Business,United States,Frequent Traveller,Business,4,3,4,5.0,3,2,4,2,10,2,No,3.0,Clean and comfortable cabin
SUR001511,PAX00014753,FL0006022,2023-06-20,Economy,UAE,None,Other,4,6,2,,3,1,3,2,2,2,No,2.0,Flight was delayed but communication was good
SUR001512,PAX00006247,FL0009401,31/03/2024,Economy,China,None,Leisure,10,10,8,,8,8,8,8,4,7,Yes,5.0,Flight was delayed but communication was good
SUR001513,PAX00006473,FL0008817,2024-03-22,Economy,China,None,Business,5,4,7,,5,6,7,8,1,4,Maybe,5.0,Cabin crew was very professional
SUR001514,PAX00004975,FL0000075,2021-09-21,Economy,Poland,Senator,Visiting Family,8,7,7,,8,10,9,1,1,4,Yes,5.0,Long queues at security in Frankfurt
SUR001515,PAX00029672,FL0000711,2021-10-17,Economy,Spain,None,Visiting Family,9,8,8,,10,10,10,6,7,7,Yes,1.0,Flight was delayed but communication was good
SUR001516,PAX00001825,FL0010812,01/05/2024,Economy,United Kingdom,None,Leisure,7/10,8,5,,6,9,6,8,9,1,Yes,1.0,Baggage took too long at arrival
SUR001517,PAX00041972,FL0008576,2024-02-02,Economy,United States,None,Business,2,3,4,,2,3,3,10,10,6,No,1.0,Smooth connection at Frankfurt hub
SUR001518,PAX00008308,FL0007640,2023-09-16,Business,Germany,Senator,Business,3,5,1,8.0,1,3,2,10,7,9,No,8.0,Clean and comfortable cabin
SUR001519,PAX00002220,FL0008666,25/03/2024,Economy,Italy,None,Business,2,1,2,,1,3,3,9,8,3,No,9.0,Food quality has improved
SUR001520,PAX00028336,FL0006371,2023-05-10,Economy,South Africa,None,Other,7,9,5,,9,8,7,6,3,8,Yes,10.0,Excellent Lufthansa service as always
SUR001521,PAX00001498,FL0007247,2023-10-06,Economy,Spain,None,Other,6,4,4,,5,5,7,10,7,10,Maybe,6.0,Clean and comfortable cabin
SUR001522,PAX00030139,FL0000242,2021-09-18,Business,United States,Senator,Other,6,7,7,2.0,8,5,7,1,3,3,Maybe,,Excellent Lufthansa service as always
SUR001523,PAX00037467,FL0003280,2022-09-25,Economy,Italy,None,Other,10,9,9,,8,8,8,8,4,5,Yes,4.0,Long queues at security in Frankfurt
SUR001524,PAX00002024,FL0008290,2023-10-22,Economy,Singapore,None,Leisure,2,4,2,,4,4,1,6,1,5,No,7.0,Business class seat was outstanding
SUR001525,PAX00009974,FL0003047,2022-10-12,Economy,Sweden,Frequent Traveller,Leisure,2,4,2,,1,2,1,6,7,2,No,6.0,Smooth connection at Frankfurt hub
SUR001526,PAX00013609,FL0008767,2024-03-26,Economy,Japan,None,Leisure,10,9,10,,10,7,10,4,6,8,Yes,3.0,Long queues at security in Frankfurt
SUR001527,PAX00034849,FL0006130,10/07/2023,Economy,Germany,HON Circle,Leisure,2,1,2,,1,4,3,10,4,5,No,7.0,Baggage took too long at arrival
SUR001528,PAX00042285,FL0003943,2022-10-27,Economy,United States,Frequent Traveller,Business,4,6,3,,5,2,6,4,2,3,No,5.0,Baggage took too long at arrival
SUR001529,PAX00032050,FL0009566,2024-03-07,Business,Italy,None,Leisure,4,4,6,9.0,5,1,6,7,5,1,No,10.0,
SUR001530,PAX00031187,FL0004968,2023-05-12,Economy,South Africa,None,Visiting Family,5,5,3,,3,3,6,3,9,5,Maybe,5.0,Smooth connection at Frankfurt hub
SUR001531,PAX00020178,FL0009086,2024-05-10,Business,United States,None,Visiting Family,5,5,7,10.0,4,4,3,5,9,9,Maybe,10.0,Food quality has improved
SUR001532,PAX00019073,FL0009129,2024-01-23,Business,UAE,Frequent Traveller,Leisure,5,6,5,3.0,6,6,6,7,9,2,Maybe,9.0,Cabin crew was very professional
SUR001533,PAX00011567,FL0011662,2024-05-30,Business,Netherlands,HON Circle,Leisure,3,3,1,3.0,1,1,2,7,5,4,No,7.0,Excellent Lufthansa service as always
SUR001534,PAX00040899,FL0008254,2024-02-21,Premium Economy,United States,None,Other,6,7,4,,5,7,4,7,4,1,Maybe,0.0,Baggage took too long at arrival
SUR001535,PAX00007341,FL0000672,2021-11-29,Economy,Netherlands,None,Business,4,6,2,,3,4,5,1,4,9,No,0.0,Business class seat was outstanding
SUR001536,PAX00026162,FL0007551,2023-12-22,Economy,United States,None,Other,4,4,5,,2,3,5,2,5,6,No,,Wifi was too slow for work
SUR001537,PAX00020216,FL0003276,2022-10-16,Economy,United Kingdom,None,Business,2,4,3,,1,4,2,8,2,1,No,3.0,Excellent Lufthansa service as always
SUR001538,PAX00024973,FL0003576,2022-09-21,Premium Economy,France,None,Other,3,4,2,,1,2,5,7,4,3,No,10.0,
SUR001539,PAX00007038,FL0006814,2023-04-27,Economy,Brazil,Senator,Business,2,1,3,,1,3,3,1,8,9,No,7.0,
SUR001540,PAX00028545,FL0005774,2023-02-25,Premium Economy,Brazil,Senator,Leisure,5,7,5,,7,7,7,9,2,1,Maybe,5.0,Food quality has improved
SUR001541,PAX00006514,FL0007887,2023-08-31,Economy,Germany,None,Visiting Family,10,10,9,,9,10,9,9,5,1,Yes,9.0,Business class seat was outstanding
SUR001542,PAX00040325,FL0001963,2022-07-13,Economy,Belgium,None,Leisure,10,8,8,,8,7,10,7,1,3,Yes,0.0,
SUR001543,PAX00022658,FL0005207,2023-04-23,Business,Japan,None,Business,1,1,2,5.0,1,3,3,10,5,2,No,6.0,Clean and comfortable cabin
SUR001544,PAX00004287,FL0002953,2022-10-16,Economy,Austria,Frequent Traveller,Other,4,5,6,,4,5,6,10,7,9,No,5.0,Business class seat was outstanding
SUR001545,PAX00018624,FL0003099,2022-08-14,Economy,South Africa,Senator,Other,10,10,8,,8,8,8,10,8,8,Yes,4.0,Excellent Lufthansa service as always
SUR001546,PAX00010916,FL0000113,2022-01-02,Economy,United States,None,Leisure,10,8,9,,9,7,9,4,10,4,Yes,0.0,Long queues at security in Frankfurt
SUR001547,PAX00021906,FL0010239,2024-02-24,Economy,Portugal,None,Business,9,7,9,,8,10,10,10,5,8,Yes,8.0,Wifi was too slow for work
SUR001548,PAX00001234,FL0005783,2023-06-10,Economy,UAE,None,Other,4,3,6,,6,2,4,2,10,4,No,3.0,Long queues at security in Frankfurt
SUR001549,PAX00028917,FL0009644,2024-05-31,Economy,UAE,None,Leisure,9,8,8,,9,9,9,5,4,2,Yes,5.0,Long queues at security in Frankfurt
SUR001550,PAX00040090,FL0003852,2022-11-24,Business,Japan,None,Business,3,1,2,7.0,2,3,4,6,4,10,No,8.0,Cabin crew was very professional
SUR001551,PAX00018839,FL0011910,2024-08-06,Economy,Spain,None,Business,5,6,3,,6,7,4,4,1,9,Maybe,5.0,Business class seat was outstanding
SUR001552,PAX00000310,FL0000102,2021-12-05,Economy,United States,None,Business,9,10,8,,9,10,10,9,2,2,Yes,3.0,Flight was delayed but communication was good
SUR001553,PAX00043416,FL0003924,2022-09-10,Economy,France,Senator,Other,9,9,9,,10,8,8,1,5,5,Yes,2.0,Baggage took too long at arrival
SUR001554,PAX00010819,FL0006146,2023-06-14,Economy,Switzerland,None,Other,6/10,5,7,,4,3,4,7,2,3,Maybe,2.0,Long queues at security in Frankfurt
SUR001555,PAX00029092,FL0008781,2024-03-29,Economy,Spain,HON Circle,Visiting Family,5,6,6,,5,7,6,10,6,8,Maybe,6.0,Food quality has improved
SUR001556,PAX00000724,FL0007863,2023-08-24,Economy,United States,Frequent Traveller,Business,7,6,7,,6,8,6,4,2,10,Yes,1.0,Smooth connection at Frankfurt hub
SUR001557,PAX00035632,FL0005736,2023-01-24,Economy,Greece,None,Business,3,5,4,,4,2,2,6,4,6,No,1.0,Business class seat was outstanding
SUR001558,PAX00031260,FL0006108,2023-04-08,Business,Spain,HON Circle,Other,8,9,10,4.0,9,6,6,10,4,1,Yes,7.0,
SUR001559,PAX00023814,FL0002952,2022-05-26,Economy,Germany,None,Visiting Family,6,6,6,,4,7,4,2,5,2,Maybe,7.0,Food quality has improved
